Date,Series,Value
2020-04-21 00:00:00,Volume Intensity,0.292
2020-04-21 00:15:00,Volume Intensity,0.8529
2020-04-21 00:30:00,Volume Intensity,0.3446
2020-04-21 00:45:00,Volume Intensity,0.4276
2020-04-21 01:00:00,Volume Intensity,0.6893
2020-04-21 01:15:00,Volume Intensity,0.3284
2020-04-21 01:30:00,Volume Intensity,0.7141
2020-04-21 01:45:00,Volume Intensity,0.4628
2020-04-21 02:00:00,Volume Intensity,0.767
2020-04-21 02:15:00,Volume Intensity,0.0959
2020-04-21 02:30:00,Volume Intensity,0.2746
2020-04-21 02:45:00,Volume Intensity,0.1414
2020-04-21 03:00:00,Volume Intensity,0.8475
2020-04-21 03:15:00,Volume Intensity,0.2831
2020-04-21 03:30:00,Volume Intensity,1.0718
2020-04-21 03:45:00,Volume Intensity,0.8452
2020-04-21 04:00:00,Volume Intensity,0.295
2020-04-21 04:15:00,Volume Intensity,0.4276
2020-04-21 04:30:00,Volume Intensity,0.8554
2020-04-21 04:45:00,Volume Intensity,0.6169
2020-04-21 05:00:00,Volume Intensity,1.5362
2020-04-21 05:15:00,Volume Intensity,1.0086
2020-04-21 05:30:00,Volume Intensity,0.6138
2020-04-21 05:45:00,Volume Intensity,0.9793
2020-04-21 06:00:00,Volume Intensity,0.6159
2020-04-21 06:15:00,Volume Intensity,0.608
2020-04-21 06:30:00,Volume Intensity,0.8344
2020-04-21 06:45:00,Volume Intensity,1.2854
2020-04-21 07:00:00,Volume Intensity,0.6519
2020-04-21 07:15:00,Volume Intensity,1.0521
2020-04-21 07:30:00,Volume Intensity,0.5431
2020-04-21 07:45:00,Volume Intensity,0.884
2020-04-21 08:00:00,Volume Intensity,0.7594
2020-04-21 08:15:00,Volume Intensity,0.6707
2020-04-21 08:30:00,Volume Intensity,0.7057
2020-04-21 08:45:00,Volume Intensity,0.8062
2020-04-21 09:00:00,Volume Intensity,0.8392
2020-04-21 09:15:00,Volume Intensity,0.76
2020-04-21 09:30:00,Volume Intensity,0.9832
2020-04-21 09:45:00,Volume Intensity,0.8257
2020-04-21 10:00:00,Volume Intensity,1.1169
2020-04-21 10:15:00,Volume Intensity,0.7702
2020-04-21 10:30:00,Volume Intensity,0.69
2020-04-21 10:45:00,Volume Intensity,0.5818
2020-04-21 11:00:00,Volume Intensity,0.7802
2020-04-21 11:15:00,Volume Intensity,1.3446
2020-04-21 11:30:00,Volume Intensity,1.2365
2020-04-21 11:45:00,Volume Intensity,0.7403
2020-04-21 12:00:00,Volume Intensity,0.8273
2020-04-21 12:15:00,Volume Intensity,0.7055
2020-04-21 12:30:00,Volume Intensity,0.6959
2020-04-21 12:45:00,Volume Intensity,1.294
2020-04-21 13:00:00,Volume Intensity,0.5076
2020-04-21 13:15:00,Volume Intensity,0.4584
2020-04-21 13:30:00,Volume Intensity,0.7696
2020-04-21 13:45:00,Volume Intensity,0.8407
2020-04-21 14:00:00,Volume Intensity,0.3858
2020-04-21 14:15:00,Volume Intensity,0.5416
2020-04-21 14:30:00,Volume Intensity,0.3544
2020-04-21 14:45:00,Volume Intensity,0.6663
2020-04-21 15:00:00,Volume Intensity,0.5596
2020-04-21 15:15:00,Volume Intensity,0.9618
2020-04-21 15:30:00,Volume Intensity,0.8768
2020-04-21 15:45:00,Volume Intensity,0.5234
2020-04-21 16:00:00,Volume Intensity,0.8564
2020-04-21 16:15:00,Volume Intensity,0.5074
2020-04-21 16:30:00,Volume Intensity,0.5867
2020-04-21 16:45:00,Volume Intensity,0.3741
2020-04-21 17:00:00,Volume Intensity,0.4234
2020-04-21 17:15:00,Volume Intensity,0.5678
2020-04-21 17:30:00,Volume Intensity,0.3058
2020-04-21 17:45:00,Volume Intensity,0.9208
2020-04-21 18:00:00,Volume Intensity,0.2674
2020-04-21 18:15:00,Volume Intensity,0.4248
2020-04-21 18:30:00,Volume Intensity,0.7882
2020-04-21 18:45:00,Volume Intensity,0.72
2020-04-21 19:00:00,Volume Intensity,0.405
2020-04-21 19:15:00,Volume Intensity,0.3755
2020-04-21 19:30:00,Volume Intensity,0.8751
2020-04-21 19:45:00,Volume Intensity,1.0241
2020-04-21 20:00:00,Volume Intensity,0.2863
2020-04-21 20:15:00,Volume Intensity,0.6836
2020-04-21 20:30:00,Volume Intensity,0.6852
2020-04-21 20:45:00,Volume Intensity,0.5372
2020-04-21 21:00:00,Volume Intensity,0.5772
2020-04-21 21:15:00,Volume Intensity,0.741
2020-04-21 21:30:00,Volume Intensity,0.1737
2020-04-21 21:45:00,Volume Intensity,0.6427
2020-04-21 22:00:00,Volume Intensity,0.5952
2020-04-21 22:15:00,Volume Intensity,0.4891
2020-04-21 22:30:00,Volume Intensity,0.5161
2020-04-21 22:45:00,Volume Intensity,0.4623
2020-04-21 23:00:00,Volume Intensity,0.3804
2020-04-21 23:15:00,Volume Intensity,0.5459
2020-04-21 23:30:00,Volume Intensity,0.8447
2020-04-21 23:45:00,Volume Intensity,0.591
