Date,Series,Value
2020-04-04 00:00:00,Volume Intensity,0.6835
2020-04-04 00:15:00,Volume Intensity,0.6034
2020-04-04 00:30:00,Volume Intensity,0.646
2020-04-04 00:45:00,Volume Intensity,0.5432
2020-04-04 01:00:00,Volume Intensity,1.2394
2020-04-04 01:15:00,Volume Intensity,0.814
2020-04-04 01:30:00,Volume Intensity,1.2964
2020-04-04 01:45:00,Volume Intensity,0.5145
2020-04-04 02:00:00,Volume Intensity,0.1949
2020-04-04 02:15:00,Volume Intensity,0.475
2020-04-04 02:30:00,Volume Intensity,0.6466
2020-04-04 02:45:00,Volume Intensity,1.9654
2020-04-04 03:00:00,Volume Intensity,0.7899
2020-04-04 03:15:00,Volume Intensity,0.4753
2020-04-04 03:30:00,Volume Intensity,1.0275
2020-04-04 03:45:00,Volume Intensity,0.3885
2020-04-04 04:00:00,Volume Intensity,0.4764
2020-04-04 04:15:00,Volume Intensity,0.8403
2020-04-04 04:30:00,Volume Intensity,0.7804
2020-04-04 04:45:00,Volume Intensity,0.5736
2020-04-04 05:00:00,Volume Intensity,1.1189
2020-04-04 05:15:00,Volume Intensity,1.0736
2020-04-04 05:30:00,Volume Intensity,0.5151
2020-04-04 05:45:00,Volume Intensity,0.5568
2020-04-04 06:00:00,Volume Intensity,0.4884
2020-04-04 06:15:00,Volume Intensity,0.9785
2020-04-04 06:30:00,Volume Intensity,0.5538
2020-04-04 06:45:00,Volume Intensity,1.6465
2020-04-04 07:00:00,Volume Intensity,0.6964
2020-04-04 07:15:00,Volume Intensity,0.6822
2020-04-04 07:30:00,Volume Intensity,1.1086
2020-04-04 07:45:00,Volume Intensity,0.3364
2020-04-04 08:00:00,Volume Intensity,1.1611
2020-04-04 08:15:00,Volume Intensity,1.2507
2020-04-04 08:30:00,Volume Intensity,0.7476
2020-04-04 08:45:00,Volume Intensity,0.9636
2020-04-04 09:00:00,Volume Intensity,0.9868
2020-04-04 09:15:00,Volume Intensity,1.3666
2020-04-04 09:30:00,Volume Intensity,0.7926
2020-04-04 09:45:00,Volume Intensity,1.2301
2020-04-04 10:00:00,Volume Intensity,1.0471
2020-04-04 10:15:00,Volume Intensity,1.0219
2020-04-04 10:30:00,Volume Intensity,1.4757
2020-04-04 10:45:00,Volume Intensity,0.9831
2020-04-04 11:00:00,Volume Intensity,1.7954
2020-04-04 11:15:00,Volume Intensity,1.5589
2020-04-04 11:30:00,Volume Intensity,0.7421
2020-04-04 11:45:00,Volume Intensity,1.4529
2020-04-04 12:00:00,Volume Intensity,1.4589
2020-04-04 12:15:00,Volume Intensity,1.8201
2020-04-04 12:30:00,Volume Intensity,1.2461
2020-04-04 12:45:00,Volume Intensity,1.1373
2020-04-04 13:00:00,Volume Intensity,2.0392
2020-04-04 13:15:00,Volume Intensity,1.1056
2020-04-04 13:30:00,Volume Intensity,0.8705
2020-04-04 13:45:00,Volume Intensity,0.6345
2020-04-04 14:00:00,Volume Intensity,0.9942
2020-04-04 14:15:00,Volume Intensity,0.7405
2020-04-04 14:30:00,Volume Intensity,1.56
2020-04-04 14:45:00,Volume Intensity,1.2152
2020-04-04 15:00:00,Volume Intensity,1.0573
2020-04-04 15:15:00,Volume Intensity,1.0345
2020-04-04 15:30:00,Volume Intensity,1.1594
2020-04-04 15:45:00,Volume Intensity,1.4375
2020-04-04 16:00:00,Volume Intensity,1.0449
2020-04-04 16:15:00,Volume Intensity,0.6668
2020-04-04 16:30:00,Volume Intensity,1.2688
2020-04-04 16:45:00,Volume Intensity,1.5436
2020-04-04 17:00:00,Volume Intensity,1.3572
2020-04-04 17:15:00,Volume Intensity,0.8722
2020-04-04 17:30:00,Volume Intensity,0.939
2020-04-04 17:45:00,Volume Intensity,0.9224
2020-04-04 18:00:00,Volume Intensity,0.7655
2020-04-04 18:15:00,Volume Intensity,0.5695
2020-04-04 18:30:00,Volume Intensity,0.7369
2020-04-04 18:45:00,Volume Intensity,0.8084
2020-04-04 19:00:00,Volume Intensity,0.5857
2020-04-04 19:15:00,Volume Intensity,1.1624
2020-04-04 19:30:00,Volume Intensity,1.1371
2020-04-04 19:45:00,Volume Intensity,1.4213
2020-04-04 20:00:00,Volume Intensity,1.1995
2020-04-04 20:15:00,Volume Intensity,1.508
2020-04-04 20:30:00,Volume Intensity,0.6919
2020-04-04 20:45:00,Volume Intensity,1.3285
2020-04-04 21:00:00,Volume Intensity,0.6105
2020-04-04 21:15:00,Volume Intensity,1.2678
2020-04-04 21:30:00,Volume Intensity,1.3649
2020-04-04 21:45:00,Volume Intensity,1.2555
2020-04-04 22:00:00,Volume Intensity,1.6341
2020-04-04 22:15:00,Volume Intensity,1.1969
2020-04-04 22:30:00,Volume Intensity,1.2009
2020-04-04 22:45:00,Volume Intensity,0.4636
2020-04-04 23:00:00,Volume Intensity,0.9256
2020-04-04 23:15:00,Volume Intensity,0.7702
2020-04-04 23:30:00,Volume Intensity,0.8964
