Date,Series,Value
2020-02-15 00:00:00,Volume Intensity,0
2020-02-15 00:15:00,Volume Intensity,0.0598
2020-02-15 00:30:00,Volume Intensity,0.0542
2020-02-15 00:45:00,Volume Intensity,0.0604
2020-02-15 01:00:00,Volume Intensity,0.0286
2020-02-15 01:15:00,Volume Intensity,0
2020-02-15 01:30:00,Volume Intensity,0.0939
2020-02-15 01:45:00,Volume Intensity,0.0625
2020-02-15 02:00:00,Volume Intensity,0.0984
2020-02-15 02:15:00,Volume Intensity,0.0345
2020-02-15 02:30:00,Volume Intensity,0.1886
2020-02-15 02:45:00,Volume Intensity,0.3069
2020-02-15 03:00:00,Volume Intensity,0.1068
2020-02-15 03:15:00,Volume Intensity,0.0349
2020-02-15 03:30:00,Volume Intensity,0.1504
2020-02-15 03:45:00,Volume Intensity,0
2020-02-15 04:00:00,Volume Intensity,0.0439
2020-02-15 04:15:00,Volume Intensity,0.0414
2020-02-15 04:30:00,Volume Intensity,0
2020-02-15 04:45:00,Volume Intensity,0.1304
2020-02-15 05:00:00,Volume Intensity,0.1136
2020-02-15 05:15:00,Volume Intensity,0.2841
2020-02-15 05:30:00,Volume Intensity,0.0767
2020-02-15 05:45:00,Volume Intensity,0.0343
2020-02-15 06:00:00,Volume Intensity,0.1203
2020-02-15 06:15:00,Volume Intensity,0.1041
2020-02-15 06:30:00,Volume Intensity,0.1477
2020-02-15 06:45:00,Volume Intensity,0.0379
2020-02-15 07:00:00,Volume Intensity,0.0362
2020-02-15 07:15:00,Volume Intensity,0.1326
2020-02-15 07:30:00,Volume Intensity,0
2020-02-15 07:45:00,Volume Intensity,0.1424
2020-02-15 08:00:00,Volume Intensity,0.1392
2020-02-15 08:15:00,Volume Intensity,0
2020-02-15 08:30:00,Volume Intensity,0
2020-02-15 08:45:00,Volume Intensity,0.0957
2020-02-15 09:00:00,Volume Intensity,0.0619
2020-02-15 09:15:00,Volume Intensity,0.034
2020-02-15 09:30:00,Volume Intensity,0.1175
2020-02-15 09:45:00,Volume Intensity,0.0632
2020-02-15 10:00:00,Volume Intensity,0.1423
2020-02-15 10:15:00,Volume Intensity,0.1082
2020-02-15 10:30:00,Volume Intensity,0.0909
2020-02-15 10:45:00,Volume Intensity,0.0272
2020-02-15 11:00:00,Volume Intensity,0.1124
2020-02-15 11:15:00,Volume Intensity,0.1941
2020-02-15 11:30:00,Volume Intensity,0.2932
2020-02-15 11:45:00,Volume Intensity,0.1362
2020-02-15 12:00:00,Volume Intensity,0.2175
2020-02-15 12:15:00,Volume Intensity,0.2462
2020-02-15 12:30:00,Volume Intensity,0.369
2020-02-15 12:45:00,Volume Intensity,0.1832
2020-02-15 13:00:00,Volume Intensity,0.09
2020-02-15 13:15:00,Volume Intensity,0.1677
2020-02-15 13:30:00,Volume Intensity,0.1887
2020-02-15 13:45:00,Volume Intensity,0.2341
2020-02-15 14:00:00,Volume Intensity,0.0527
2020-02-15 14:15:00,Volume Intensity,0.0581
2020-02-15 14:30:00,Volume Intensity,0.2023
2020-02-15 14:45:00,Volume Intensity,0.0587
2020-02-15 15:00:00,Volume Intensity,0.1091
2020-02-15 15:15:00,Volume Intensity,0.1704
2020-02-15 15:30:00,Volume Intensity,0.0295
2020-02-15 15:45:00,Volume Intensity,0
2020-02-15 16:00:00,Volume Intensity,0.1158
2020-02-15 16:15:00,Volume Intensity,0.03
2020-02-15 16:30:00,Volume Intensity,0
2020-02-15 16:45:00,Volume Intensity,0.0545
2020-02-15 17:00:00,Volume Intensity,0
2020-02-15 17:15:00,Volume Intensity,0.0305
2020-02-15 17:30:00,Volume Intensity,0.0349
2020-02-15 17:45:00,Volume Intensity,0.0294
2020-02-15 18:00:00,Volume Intensity,0.0984
2020-02-15 18:15:00,Volume Intensity,0.0955
2020-02-15 18:30:00,Volume Intensity,0
2020-02-15 18:45:00,Volume Intensity,0.0952
2020-02-15 19:00:00,Volume Intensity,0.1286
2020-02-15 19:15:00,Volume Intensity,0.0319
2020-02-15 19:30:00,Volume Intensity,0.2348
2020-02-15 19:45:00,Volume Intensity,0.0976
2020-02-15 20:00:00,Volume Intensity,0.0324
2020-02-15 20:15:00,Volume Intensity,0.072
2020-02-15 20:30:00,Volume Intensity,0
2020-02-15 20:45:00,Volume Intensity,0.1136
2020-02-15 21:00:00,Volume Intensity,0.1149
2020-02-15 21:15:00,Volume Intensity,0.0382
2020-02-15 21:30:00,Volume Intensity,0.1057
2020-02-15 21:45:00,Volume Intensity,0
2020-02-15 22:00:00,Volume Intensity,0
2020-02-15 22:15:00,Volume Intensity,0
2020-02-15 22:30:00,Volume Intensity,0.0404
2020-02-15 22:45:00,Volume Intensity,0.0846
2020-02-15 23:00:00,Volume Intensity,0.0892
2020-02-15 23:15:00,Volume Intensity,0.0465
2020-02-15 23:30:00,Volume Intensity,0.2158
