Date,Series,Value
2020-02-05 00:00:00,Volume Intensity,0.0245
2020-02-05 00:15:00,Volume Intensity,0
2020-02-05 00:30:00,Volume Intensity,0
2020-02-05 00:45:00,Volume Intensity,0.0755
2020-02-05 01:00:00,Volume Intensity,0
2020-02-05 01:15:00,Volume Intensity,0
2020-02-05 01:30:00,Volume Intensity,0.0249
2020-02-05 01:45:00,Volume Intensity,0.0251
2020-02-05 02:00:00,Volume Intensity,0
2020-02-05 02:15:00,Volume Intensity,0.05
2020-02-05 02:30:00,Volume Intensity,0
2020-02-05 02:45:00,Volume Intensity,0.0487
2020-02-05 03:00:00,Volume Intensity,0
2020-02-05 03:15:00,Volume Intensity,0
2020-02-05 03:30:00,Volume Intensity,0
2020-02-05 03:45:00,Volume Intensity,0
2020-02-05 04:00:00,Volume Intensity,0.0257
2020-02-05 04:15:00,Volume Intensity,0.0311
2020-02-05 04:30:00,Volume Intensity,0
2020-02-05 04:45:00,Volume Intensity,0
2020-02-05 05:00:00,Volume Intensity,0.0308
2020-02-05 05:15:00,Volume Intensity,0
2020-02-05 05:30:00,Volume Intensity,0
2020-02-05 05:45:00,Volume Intensity,0
2020-02-05 06:00:00,Volume Intensity,0.0486
2020-02-05 06:15:00,Volume Intensity,0
2020-02-05 06:30:00,Volume Intensity,0.0466
2020-02-05 06:45:00,Volume Intensity,0.024
2020-02-05 07:00:00,Volume Intensity,0
2020-02-05 07:15:00,Volume Intensity,0
2020-02-05 07:30:00,Volume Intensity,0.0209
2020-02-05 07:45:00,Volume Intensity,0.0182
2020-02-05 08:00:00,Volume Intensity,0.0374
2020-02-05 08:15:00,Volume Intensity,0
2020-02-05 08:30:00,Volume Intensity,0.0178
2020-02-05 08:45:00,Volume Intensity,0
2020-02-05 09:00:00,Volume Intensity,0.0798
2020-02-05 09:15:00,Volume Intensity,0.053
2020-02-05 09:30:00,Volume Intensity,0.0172
2020-02-05 09:45:00,Volume Intensity,0
2020-02-05 10:00:00,Volume Intensity,0.157
2020-02-05 10:15:00,Volume Intensity,0.0158
2020-02-05 10:30:00,Volume Intensity,0
2020-02-05 10:45:00,Volume Intensity,0.0307
2020-02-05 11:00:00,Volume Intensity,0
2020-02-05 11:15:00,Volume Intensity,0
2020-02-05 11:30:00,Volume Intensity,0.0319
2020-02-05 11:45:00,Volume Intensity,0.0149
2020-02-05 12:00:00,Volume Intensity,0
2020-02-05 12:15:00,Volume Intensity,0.0445
2020-02-05 12:30:00,Volume Intensity,0.0141
2020-02-05 12:45:00,Volume Intensity,0.0157
2020-02-05 13:00:00,Volume Intensity,0
2020-02-05 13:15:00,Volume Intensity,0.0147
2020-02-05 13:30:00,Volume Intensity,0.0156
2020-02-05 13:45:00,Volume Intensity,0
2020-02-05 14:00:00,Volume Intensity,0.0147
2020-02-05 14:15:00,Volume Intensity,0.0153
2020-02-05 14:30:00,Volume Intensity,0.027
2020-02-05 14:45:00,Volume Intensity,0.0147
2020-02-05 15:00:00,Volume Intensity,0
2020-02-05 15:15:00,Volume Intensity,0
2020-02-05 15:30:00,Volume Intensity,0.0289
2020-02-05 15:45:00,Volume Intensity,0.0793
2020-02-05 16:00:00,Volume Intensity,0.0144
2020-02-05 16:15:00,Volume Intensity,0.0157
2020-02-05 16:30:00,Volume Intensity,0.0142
2020-02-05 16:45:00,Volume Intensity,0.0143
2020-02-05 17:00:00,Volume Intensity,0.0152
2020-02-05 17:15:00,Volume Intensity,0
2020-02-05 17:30:00,Volume Intensity,0.0485
2020-02-05 17:45:00,Volume Intensity,0.0483
2020-02-05 18:00:00,Volume Intensity,0
2020-02-05 18:15:00,Volume Intensity,0.0297
2020-02-05 18:30:00,Volume Intensity,0.0157
2020-02-05 18:45:00,Volume Intensity,0.0184
2020-02-05 19:00:00,Volume Intensity,0
2020-02-05 19:15:00,Volume Intensity,0.0318
2020-02-05 19:30:00,Volume Intensity,0.0531
2020-02-05 19:45:00,Volume Intensity,0.0733
2020-02-05 20:00:00,Volume Intensity,0.0191
2020-02-05 20:15:00,Volume Intensity,0.0775
2020-02-05 20:30:00,Volume Intensity,0.0841
2020-02-05 20:45:00,Volume Intensity,0.0536
2020-02-05 21:00:00,Volume Intensity,0.0562
2020-02-05 21:15:00,Volume Intensity,0.0362
2020-02-05 21:30:00,Volume Intensity,0.0193
2020-02-05 21:45:00,Volume Intensity,0
2020-02-05 22:00:00,Volume Intensity,0
2020-02-05 22:15:00,Volume Intensity,0
2020-02-05 22:30:00,Volume Intensity,0
2020-02-05 22:45:00,Volume Intensity,0
2020-02-05 23:00:00,Volume Intensity,0
2020-02-05 23:15:00,Volume Intensity,0
2020-02-05 23:30:00,Volume Intensity,0
2020-02-05 23:45:00,Volume Intensity,0
