Date,Series,Value
2020-04-17 00:00:00,Volume Intensity,0.5676
2020-04-17 00:15:00,Volume Intensity,0.4446
2020-04-17 00:30:00,Volume Intensity,1.0005
2020-04-17 00:45:00,Volume Intensity,0.5106
2020-04-17 01:00:00,Volume Intensity,1.1138
2020-04-17 01:15:00,Volume Intensity,0.9477
2020-04-17 01:30:00,Volume Intensity,0.3401
2020-04-17 01:45:00,Volume Intensity,0.8381
2020-04-17 02:00:00,Volume Intensity,0.762
2020-04-17 02:15:00,Volume Intensity,0.2179
2020-04-17 02:30:00,Volume Intensity,0.3971
2020-04-17 02:45:00,Volume Intensity,0.1748
2020-04-17 03:00:00,Volume Intensity,0.7977
2020-04-17 03:15:00,Volume Intensity,0.3474
2020-04-17 03:30:00,Volume Intensity,0.6331
2020-04-17 03:45:00,Volume Intensity,1.0788
2020-04-17 04:00:00,Volume Intensity,0.5231
2020-04-17 04:15:00,Volume Intensity,1.0008
2020-04-17 04:30:00,Volume Intensity,0.6068
2020-04-17 04:45:00,Volume Intensity,0.8029
2020-04-17 05:00:00,Volume Intensity,0.5248
2020-04-17 05:15:00,Volume Intensity,0.5812
2020-04-17 05:30:00,Volume Intensity,0.6834
2020-04-17 05:45:00,Volume Intensity,0.9353
2020-04-17 06:00:00,Volume Intensity,0.8422
2020-04-17 06:15:00,Volume Intensity,1.4657
2020-04-17 06:30:00,Volume Intensity,0.48
2020-04-17 06:45:00,Volume Intensity,0.6406
2020-04-17 07:00:00,Volume Intensity,0.7289
2020-04-17 07:15:00,Volume Intensity,0.4609
2020-04-17 07:30:00,Volume Intensity,0.9313
2020-04-17 07:45:00,Volume Intensity,0.8461
2020-04-17 08:00:00,Volume Intensity,0.513
2020-04-17 08:15:00,Volume Intensity,0.6067
2020-04-17 08:30:00,Volume Intensity,0.5559
2020-04-17 08:45:00,Volume Intensity,0.6541
2020-04-17 09:00:00,Volume Intensity,0.5058
2020-04-17 09:15:00,Volume Intensity,0.8911
2020-04-17 09:30:00,Volume Intensity,0.4422
2020-04-17 09:45:00,Volume Intensity,0.7529
2020-04-17 10:00:00,Volume Intensity,0.5903
2020-04-17 10:15:00,Volume Intensity,0.7023
2020-04-17 10:30:00,Volume Intensity,0.8374
2020-04-17 10:45:00,Volume Intensity,1.3905
2020-04-17 11:00:00,Volume Intensity,0.6833
2020-04-17 11:15:00,Volume Intensity,0.5079
2020-04-17 11:30:00,Volume Intensity,0.9407
2020-04-17 11:45:00,Volume Intensity,0.9491
2020-04-17 12:00:00,Volume Intensity,1.0259
2020-04-17 12:15:00,Volume Intensity,0.9361
2020-04-17 12:30:00,Volume Intensity,0.5346
2020-04-17 12:45:00,Volume Intensity,0.6229
2020-04-17 13:00:00,Volume Intensity,0.4726
2020-04-17 13:15:00,Volume Intensity,0.8515
2020-04-17 13:30:00,Volume Intensity,0.9049
2020-04-17 13:45:00,Volume Intensity,0.4792
2020-04-17 14:00:00,Volume Intensity,0.6148
2020-04-17 14:15:00,Volume Intensity,0.899
2020-04-17 14:30:00,Volume Intensity,0.748
2020-04-17 14:45:00,Volume Intensity,0.8
2020-04-17 15:00:00,Volume Intensity,0.5589
2020-04-17 15:15:00,Volume Intensity,0.7378
2020-04-17 15:30:00,Volume Intensity,0.9297
2020-04-17 15:45:00,Volume Intensity,0.9983
2020-04-17 16:00:00,Volume Intensity,0.4591
2020-04-17 16:15:00,Volume Intensity,0.7659
2020-04-17 16:30:00,Volume Intensity,0.7039
2020-04-17 16:45:00,Volume Intensity,0.4115
2020-04-17 17:00:00,Volume Intensity,0.594
2020-04-17 17:15:00,Volume Intensity,0.809
2020-04-17 17:30:00,Volume Intensity,0.8496
2020-04-17 17:45:00,Volume Intensity,0.7423
2020-04-17 18:00:00,Volume Intensity,0.4622
2020-04-17 18:15:00,Volume Intensity,1.1115
2020-04-17 18:30:00,Volume Intensity,0.8085
2020-04-17 18:45:00,Volume Intensity,0.5192
2020-04-17 19:00:00,Volume Intensity,0.8451
2020-04-17 19:15:00,Volume Intensity,0.4463
2020-04-17 19:30:00,Volume Intensity,0.812
2020-04-17 19:45:00,Volume Intensity,0.6662
2020-04-17 20:00:00,Volume Intensity,0.86
2020-04-17 20:15:00,Volume Intensity,0.6158
2020-04-17 20:30:00,Volume Intensity,0.5861
2020-04-17 20:45:00,Volume Intensity,0.7438
2020-04-17 21:00:00,Volume Intensity,0.5131
2020-04-17 21:15:00,Volume Intensity,0.9656
2020-04-17 21:30:00,Volume Intensity,0.5734
2020-04-17 21:45:00,Volume Intensity,0.5064
2020-04-17 22:00:00,Volume Intensity,0.3837
2020-04-17 22:15:00,Volume Intensity,0.7087
2020-04-17 22:30:00,Volume Intensity,0.8029
2020-04-17 22:45:00,Volume Intensity,1.1848
2020-04-17 23:00:00,Volume Intensity,0.6426
2020-04-17 23:15:00,Volume Intensity,0.8973
2020-04-17 23:30:00,Volume Intensity,0.9062
2020-04-17 23:45:00,Volume Intensity,0.6176
