Date,Series,Value
2020-03-21 00:00:00,Volume Intensity,0.8565
2020-03-21 00:15:00,Volume Intensity,0.9009
2020-03-21 00:30:00,Volume Intensity,0.5768
2020-03-21 00:45:00,Volume Intensity,1.0339
2020-03-21 01:00:00,Volume Intensity,0.739
2020-03-21 01:15:00,Volume Intensity,0.7017
2020-03-21 01:30:00,Volume Intensity,1.3713
2020-03-21 01:45:00,Volume Intensity,0.9461
2020-03-21 02:00:00,Volume Intensity,0.7188
2020-03-21 02:15:00,Volume Intensity,1.4544
2020-03-21 02:30:00,Volume Intensity,0.8666
2020-03-21 02:45:00,Volume Intensity,0.7815
2020-03-21 03:00:00,Volume Intensity,0.7446
2020-03-21 03:15:00,Volume Intensity,0.5774
2020-03-21 03:30:00,Volume Intensity,0.8811
2020-03-21 03:45:00,Volume Intensity,1.2759
2020-03-21 04:00:00,Volume Intensity,0.8358
2020-03-21 04:15:00,Volume Intensity,0.9635
2020-03-21 04:30:00,Volume Intensity,2.0039
2020-03-21 04:45:00,Volume Intensity,2.3107
2020-03-21 05:00:00,Volume Intensity,1.8288
2020-03-21 05:15:00,Volume Intensity,2.0692
2020-03-21 05:30:00,Volume Intensity,0.9596
2020-03-21 05:45:00,Volume Intensity,1.3035
2020-03-21 06:00:00,Volume Intensity,0.7132
2020-03-21 06:15:00,Volume Intensity,1.257
2020-03-21 06:30:00,Volume Intensity,1.319
2020-03-21 06:45:00,Volume Intensity,0.4956
2020-03-21 07:00:00,Volume Intensity,0.6463
2020-03-21 07:15:00,Volume Intensity,0.6814
2020-03-21 07:30:00,Volume Intensity,0.7399
2020-03-21 07:45:00,Volume Intensity,1.625
2020-03-21 08:00:00,Volume Intensity,1.4037
2020-03-21 08:15:00,Volume Intensity,1.5423
2020-03-21 08:30:00,Volume Intensity,0.6456
2020-03-21 08:45:00,Volume Intensity,1.1718
2020-03-21 09:00:00,Volume Intensity,0.515
2020-03-21 09:15:00,Volume Intensity,1.0098
2020-03-21 09:30:00,Volume Intensity,1.1867
2020-03-21 09:45:00,Volume Intensity,1.6446
2020-03-21 10:00:00,Volume Intensity,0.6204
2020-03-21 10:15:00,Volume Intensity,1.3399
2020-03-21 10:30:00,Volume Intensity,1.2776
2020-03-21 10:45:00,Volume Intensity,1.0739
2020-03-21 11:00:00,Volume Intensity,0.8931
2020-03-21 11:15:00,Volume Intensity,1.1108
2020-03-21 11:30:00,Volume Intensity,1.1774
2020-03-21 11:45:00,Volume Intensity,1.6467
2020-03-21 12:00:00,Volume Intensity,1.9652
2020-03-21 12:15:00,Volume Intensity,0.9138
2020-03-21 12:30:00,Volume Intensity,1.8557
2020-03-21 12:45:00,Volume Intensity,2.3996
2020-03-21 13:00:00,Volume Intensity,1.2503
2020-03-21 13:15:00,Volume Intensity,1.6313
2020-03-21 13:30:00,Volume Intensity,1.8726
2020-03-21 13:45:00,Volume Intensity,1.7307
2020-03-21 14:00:00,Volume Intensity,1.2407
2020-03-21 14:15:00,Volume Intensity,1.7548
2020-03-21 14:30:00,Volume Intensity,0.9634
2020-03-21 14:45:00,Volume Intensity,1.7332
2020-03-21 15:00:00,Volume Intensity,1.2192
2020-03-21 15:15:00,Volume Intensity,1.5156
2020-03-21 15:30:00,Volume Intensity,0.8971
2020-03-21 15:45:00,Volume Intensity,1.6046
2020-03-21 16:00:00,Volume Intensity,0.9226
2020-03-21 16:15:00,Volume Intensity,1.1592
2020-03-21 16:30:00,Volume Intensity,1.4322
2020-03-21 16:45:00,Volume Intensity,0.9556
2020-03-21 17:00:00,Volume Intensity,1.7274
2020-03-21 17:15:00,Volume Intensity,1.3353
2020-03-21 17:30:00,Volume Intensity,1.4139
2020-03-21 17:45:00,Volume Intensity,1.0641
2020-03-21 18:00:00,Volume Intensity,1.7644
2020-03-21 18:15:00,Volume Intensity,1.0849
2020-03-21 18:30:00,Volume Intensity,1.2132
2020-03-21 18:45:00,Volume Intensity,1.0301
2020-03-21 19:00:00,Volume Intensity,2.1715
2020-03-21 19:15:00,Volume Intensity,2.1943
2020-03-21 19:30:00,Volume Intensity,1.9518
2020-03-21 19:45:00,Volume Intensity,1.0067
2020-03-21 20:00:00,Volume Intensity,1.244
2020-03-21 20:15:00,Volume Intensity,2.1926
2020-03-21 20:30:00,Volume Intensity,1.1711
2020-03-21 20:45:00,Volume Intensity,1.4691
2020-03-21 21:00:00,Volume Intensity,0.8143
2020-03-21 21:15:00,Volume Intensity,1.0442
2020-03-21 21:30:00,Volume Intensity,1.565
2020-03-21 21:45:00,Volume Intensity,0.9927
2020-03-21 22:00:00,Volume Intensity,2.3336
2020-03-21 22:15:00,Volume Intensity,1.5678
2020-03-21 22:30:00,Volume Intensity,1.7789
2020-03-21 22:45:00,Volume Intensity,0.9386
2020-03-21 23:00:00,Volume Intensity,2.3228
2020-03-21 23:15:00,Volume Intensity,2.4323
2020-03-21 23:30:00,Volume Intensity,1.0745
