Date,Series,Value
2020-04-03 00:00:00,Volume Intensity,0.5444
2020-04-03 00:15:00,Volume Intensity,0.1148
2020-04-03 00:30:00,Volume Intensity,0.5522
2020-04-03 00:45:00,Volume Intensity,0.5568
2020-04-03 01:00:00,Volume Intensity,0.7543
2020-04-03 01:15:00,Volume Intensity,0.1728
2020-04-03 01:30:00,Volume Intensity,0.2428
2020-04-03 01:45:00,Volume Intensity,0.7028
2020-04-03 02:00:00,Volume Intensity,0.3601
2020-04-03 02:15:00,Volume Intensity,0.4334
2020-04-03 02:30:00,Volume Intensity,0.9906
2020-04-03 02:45:00,Volume Intensity,0.8601
2020-04-03 03:00:00,Volume Intensity,0.27
2020-04-03 03:15:00,Volume Intensity,0.725
2020-04-03 03:30:00,Volume Intensity,0.2606
2020-04-03 03:45:00,Volume Intensity,0.4751
2020-04-03 04:00:00,Volume Intensity,0.6452
2020-04-03 04:15:00,Volume Intensity,1.1317
2020-04-03 04:30:00,Volume Intensity,0.3375
2020-04-03 04:45:00,Volume Intensity,0.6127
2020-04-03 05:00:00,Volume Intensity,1.2958
2020-04-03 05:15:00,Volume Intensity,0.1826
2020-04-03 05:30:00,Volume Intensity,0.4403
2020-04-03 05:45:00,Volume Intensity,0.2141
2020-04-03 06:00:00,Volume Intensity,0.6675
2020-04-03 06:15:00,Volume Intensity,1.0039
2020-04-03 06:30:00,Volume Intensity,0.5499
2020-04-03 06:45:00,Volume Intensity,0.5857
2020-04-03 07:00:00,Volume Intensity,0.8784
2020-04-03 07:15:00,Volume Intensity,0.698
2020-04-03 07:30:00,Volume Intensity,0.6261
2020-04-03 07:45:00,Volume Intensity,0.6038
2020-04-03 08:00:00,Volume Intensity,0.813
2020-04-03 08:15:00,Volume Intensity,0.6658
2020-04-03 08:30:00,Volume Intensity,0.5544
2020-04-03 08:45:00,Volume Intensity,0.6219
2020-04-03 09:00:00,Volume Intensity,0.8837
2020-04-03 09:15:00,Volume Intensity,0.6167
2020-04-03 09:30:00,Volume Intensity,0.4621
2020-04-03 09:45:00,Volume Intensity,0.6366
2020-04-03 10:00:00,Volume Intensity,0.4859
2020-04-03 10:15:00,Volume Intensity,0.5374
2020-04-03 10:30:00,Volume Intensity,0.6237
2020-04-03 10:45:00,Volume Intensity,0.6423
2020-04-03 11:00:00,Volume Intensity,0.9704
2020-04-03 11:15:00,Volume Intensity,0.852
2020-04-03 11:30:00,Volume Intensity,0.8013
2020-04-03 11:45:00,Volume Intensity,0.6145
2020-04-03 12:00:00,Volume Intensity,0.9259
2020-04-03 12:15:00,Volume Intensity,0.8538
2020-04-03 12:30:00,Volume Intensity,0.9304
2020-04-03 12:45:00,Volume Intensity,0.6702
2020-04-03 13:00:00,Volume Intensity,0.9975
2020-04-03 13:15:00,Volume Intensity,0.7847
2020-04-03 13:30:00,Volume Intensity,0.7844
2020-04-03 13:45:00,Volume Intensity,0.5187
2020-04-03 14:00:00,Volume Intensity,0.4534
2020-04-03 14:15:00,Volume Intensity,0.7534
2020-04-03 14:30:00,Volume Intensity,0.5985
2020-04-03 14:45:00,Volume Intensity,0.559
2020-04-03 15:00:00,Volume Intensity,0.606
2020-04-03 15:15:00,Volume Intensity,0.8597
2020-04-03 15:30:00,Volume Intensity,0.5473
2020-04-03 15:45:00,Volume Intensity,0.5873
2020-04-03 16:00:00,Volume Intensity,0.557
2020-04-03 16:15:00,Volume Intensity,0.5721
2020-04-03 16:30:00,Volume Intensity,0.6611
2020-04-03 16:45:00,Volume Intensity,0.6028
2020-04-03 17:30:00,Volume Intensity,0.6773
2020-04-03 17:45:00,Volume Intensity,0.4487
2020-04-03 18:00:00,Volume Intensity,0.8802
2020-04-03 18:15:00,Volume Intensity,0.5573
2020-04-03 18:30:00,Volume Intensity,0.4195
2020-04-03 18:45:00,Volume Intensity,0.8526
2020-04-03 19:00:00,Volume Intensity,0.9718
2020-04-03 19:15:00,Volume Intensity,0.4964
2020-04-03 19:30:00,Volume Intensity,0.8083
2020-04-03 19:45:00,Volume Intensity,0.8194
2020-04-03 20:00:00,Volume Intensity,0.4944
2020-04-03 20:15:00,Volume Intensity,0.6018
2020-04-03 20:30:00,Volume Intensity,0.562
2020-04-03 20:45:00,Volume Intensity,0.5976
2020-04-03 21:00:00,Volume Intensity,0.6943
2020-04-03 21:15:00,Volume Intensity,0.4098
2020-04-03 21:30:00,Volume Intensity,0.1695
2020-04-03 21:45:00,Volume Intensity,1.0154
2020-04-03 22:00:00,Volume Intensity,0.6365
2020-04-03 22:15:00,Volume Intensity,0.5024
2020-04-03 22:30:00,Volume Intensity,0.5005
2020-04-03 22:45:00,Volume Intensity,0.6568
2020-04-03 23:00:00,Volume Intensity,0.5089
2020-04-03 23:15:00,Volume Intensity,0.4976
2020-04-03 23:30:00,Volume Intensity,0.4756
2020-04-03 23:45:00,Volume Intensity,0.6875
