Date,Series,Value
2020-04-20 00:00:00,Volume Intensity,1.0509
2020-04-20 00:15:00,Volume Intensity,0.8209
2020-04-20 00:30:00,Volume Intensity,1.1418
2020-04-20 00:45:00,Volume Intensity,0.7803
2020-04-20 01:00:00,Volume Intensity,1.5787
2020-04-20 01:15:00,Volume Intensity,1.0691
2020-04-20 01:30:00,Volume Intensity,0.7602
2020-04-20 01:45:00,Volume Intensity,0.5688
2020-04-20 02:00:00,Volume Intensity,0.6377
2020-04-20 02:15:00,Volume Intensity,0.5862
2020-04-20 02:30:00,Volume Intensity,0.4924
2020-04-20 02:45:00,Volume Intensity,1.3343
2020-04-20 03:00:00,Volume Intensity,2.4225
2020-04-20 03:15:00,Volume Intensity,0.7809
2020-04-20 03:30:00,Volume Intensity,0.9424
2020-04-20 03:45:00,Volume Intensity,0.7396
2020-04-20 04:00:00,Volume Intensity,0.4705
2020-04-20 04:15:00,Volume Intensity,0.8784
2020-04-20 04:30:00,Volume Intensity,1.129
2020-04-20 04:45:00,Volume Intensity,0.4402
2020-04-20 05:00:00,Volume Intensity,1.169
2020-04-20 05:15:00,Volume Intensity,0.8819
2020-04-20 05:30:00,Volume Intensity,0.3975
2020-04-20 05:45:00,Volume Intensity,0.8542
2020-04-20 06:00:00,Volume Intensity,0.7033
2020-04-20 06:15:00,Volume Intensity,0.5238
2020-04-20 06:30:00,Volume Intensity,0.796
2020-04-20 06:45:00,Volume Intensity,0.5124
2020-04-20 07:00:00,Volume Intensity,0.2569
2020-04-20 07:15:00,Volume Intensity,0.8955
2020-04-20 07:30:00,Volume Intensity,0.4924
2020-04-20 07:45:00,Volume Intensity,0.4384
2020-04-20 08:00:00,Volume Intensity,1.0161
2020-04-20 08:15:00,Volume Intensity,0.7111
2020-04-20 08:30:00,Volume Intensity,1.0215
2020-04-20 08:45:00,Volume Intensity,0.6191
2020-04-20 09:00:00,Volume Intensity,0.3615
2020-04-20 09:15:00,Volume Intensity,0.7325
2020-04-20 09:30:00,Volume Intensity,0.4844
2020-04-20 09:45:00,Volume Intensity,0.3574
2020-04-20 10:00:00,Volume Intensity,0.6089
2020-04-20 10:15:00,Volume Intensity,0.6758
2020-04-20 10:30:00,Volume Intensity,0.7768
2020-04-20 10:45:00,Volume Intensity,0.8291
2020-04-20 11:00:00,Volume Intensity,0.4495
2020-04-20 11:15:00,Volume Intensity,1.0344
2020-04-20 11:30:00,Volume Intensity,0.8621
2020-04-20 11:45:00,Volume Intensity,0.5368
2020-04-20 12:00:00,Volume Intensity,0.8204
2020-04-20 12:15:00,Volume Intensity,0.8019
2020-04-20 12:30:00,Volume Intensity,0.5984
2020-04-20 12:45:00,Volume Intensity,0.9044
2020-04-20 13:00:00,Volume Intensity,0.651
2020-04-20 13:15:00,Volume Intensity,0.5023
2020-04-20 13:30:00,Volume Intensity,0.7637
2020-04-20 13:45:00,Volume Intensity,0.3189
2020-04-20 14:00:00,Volume Intensity,0.5984
2020-04-20 14:15:00,Volume Intensity,0.5691
2020-04-20 14:30:00,Volume Intensity,0.6783
2020-04-20 14:45:00,Volume Intensity,0.7511
2020-04-20 15:00:00,Volume Intensity,0.5218
2020-04-20 15:15:00,Volume Intensity,0.4255
2020-04-20 15:30:00,Volume Intensity,0.3918
2020-04-20 15:45:00,Volume Intensity,0.3055
2020-04-20 16:00:00,Volume Intensity,0.5879
2020-04-20 16:15:00,Volume Intensity,0.4764
2020-04-20 16:30:00,Volume Intensity,0.9264
2020-04-20 16:45:00,Volume Intensity,0.4397
2020-04-20 17:00:00,Volume Intensity,0.5601
2020-04-20 17:15:00,Volume Intensity,0.5549
2020-04-20 17:30:00,Volume Intensity,0.5156
2020-04-20 17:45:00,Volume Intensity,0.2919
2020-04-20 18:00:00,Volume Intensity,0.8045
2020-04-20 18:15:00,Volume Intensity,0.571
2020-04-20 18:30:00,Volume Intensity,0.5035
2020-04-20 18:45:00,Volume Intensity,0.6242
2020-04-20 19:00:00,Volume Intensity,0.5935
2020-04-20 19:15:00,Volume Intensity,0.2373
2020-04-20 19:30:00,Volume Intensity,0.6908
2020-04-20 19:45:00,Volume Intensity,0.7873
2020-04-20 20:00:00,Volume Intensity,0.7299
2020-04-20 20:15:00,Volume Intensity,0.7049
2020-04-20 20:30:00,Volume Intensity,0.4403
2020-04-20 20:45:00,Volume Intensity,1.0472
2020-04-20 21:00:00,Volume Intensity,0.735
2020-04-20 21:15:00,Volume Intensity,0.3899
2020-04-20 21:30:00,Volume Intensity,0.4749
2020-04-20 21:45:00,Volume Intensity,0.346
2020-04-20 22:00:00,Volume Intensity,0.3204
2020-04-20 22:15:00,Volume Intensity,0.4121
2020-04-20 22:30:00,Volume Intensity,0.5554
2020-04-20 22:45:00,Volume Intensity,0.6057
2020-04-20 23:00:00,Volume Intensity,0.4175
2020-04-20 23:15:00,Volume Intensity,0.503
2020-04-20 23:30:00,Volume Intensity,0.7072
2020-04-20 23:45:00,Volume Intensity,0.2939
