Date,Series,Value
2020-02-26 00:00:00,Volume Intensity,0.1041
2020-02-26 00:15:00,Volume Intensity,0.2616
2020-02-26 00:30:00,Volume Intensity,0.1098
2020-02-26 00:45:00,Volume Intensity,0.2176
2020-02-26 01:00:00,Volume Intensity,0.0994
2020-02-26 01:15:00,Volume Intensity,0.2612
2020-02-26 01:30:00,Volume Intensity,0.1004
2020-02-26 01:45:00,Volume Intensity,0.0776
2020-02-26 02:00:00,Volume Intensity,0.0266
2020-02-26 02:15:00,Volume Intensity,0.1914
2020-02-26 02:30:00,Volume Intensity,0.3402
2020-02-26 02:45:00,Volume Intensity,0.0847
2020-02-26 03:00:00,Volume Intensity,0.2291
2020-02-26 03:15:00,Volume Intensity,0.4505
2020-02-26 03:30:00,Volume Intensity,0.0552
2020-02-26 03:45:00,Volume Intensity,0.2513
2020-02-26 04:00:00,Volume Intensity,0.0837
2020-02-26 04:15:00,Volume Intensity,0.1468
2020-02-26 04:30:00,Volume Intensity,0.1208
2020-02-26 04:45:00,Volume Intensity,0.0246
2020-02-26 05:00:00,Volume Intensity,0.1238
2020-02-26 05:15:00,Volume Intensity,0.176
2020-02-26 05:30:00,Volume Intensity,0.2786
2020-02-26 05:45:00,Volume Intensity,0.0252
2020-02-26 06:00:00,Volume Intensity,0.1302
2020-02-26 06:15:00,Volume Intensity,0.1335
2020-02-26 06:30:00,Volume Intensity,0.0469
2020-02-26 06:45:00,Volume Intensity,0.3874
2020-02-26 07:00:00,Volume Intensity,0.1163
2020-02-26 07:15:00,Volume Intensity,0.2487
2020-02-26 07:30:00,Volume Intensity,0.1048
2020-02-26 07:45:00,Volume Intensity,0.1805
2020-02-26 08:00:00,Volume Intensity,0.2689
2020-02-26 08:15:00,Volume Intensity,0.2168
2020-02-26 08:30:00,Volume Intensity,0.2312
2020-02-26 08:45:00,Volume Intensity,0.1428
2020-02-26 09:00:00,Volume Intensity,0.0362
2020-02-26 09:15:00,Volume Intensity,0.038
2020-02-26 09:30:00,Volume Intensity,0.0927
2020-02-26 09:45:00,Volume Intensity,0.2201
2020-02-26 10:00:00,Volume Intensity,0.1313
2020-02-26 10:15:00,Volume Intensity,0.2248
2020-02-26 10:30:00,Volume Intensity,0.1358
2020-02-26 10:45:00,Volume Intensity,0.2261
2020-02-26 11:00:00,Volume Intensity,0.1408
2020-02-26 11:15:00,Volume Intensity,0.1947
2020-02-26 11:30:00,Volume Intensity,0.1572
2020-02-26 11:45:00,Volume Intensity,0.3131
2020-02-26 12:00:00,Volume Intensity,0.2676
2020-02-26 12:15:00,Volume Intensity,0.2286
2020-02-26 12:30:00,Volume Intensity,0.2905
2020-02-26 12:45:00,Volume Intensity,0.2062
2020-02-26 13:00:00,Volume Intensity,0.262
2020-02-26 13:15:00,Volume Intensity,0.1412
2020-02-26 13:30:00,Volume Intensity,0.1962
2020-02-26 13:45:00,Volume Intensity,0.1139
2020-02-26 14:00:00,Volume Intensity,0.2152
2020-02-26 14:15:00,Volume Intensity,0.2771
2020-02-26 14:30:00,Volume Intensity,0.188
2020-02-26 14:45:00,Volume Intensity,0.1692
2020-02-26 15:00:00,Volume Intensity,0.1639
2020-02-26 15:15:00,Volume Intensity,0.0854
2020-02-26 15:30:00,Volume Intensity,0.2256
2020-02-26 15:45:00,Volume Intensity,0.1719
2020-02-26 16:00:00,Volume Intensity,0.1098
2020-02-26 16:15:00,Volume Intensity,0.1216
2020-02-26 16:30:00,Volume Intensity,0.0916
2020-02-26 16:45:00,Volume Intensity,0.1178
2020-02-26 17:00:00,Volume Intensity,0.1876
2020-02-26 17:15:00,Volume Intensity,0.2044
2020-02-26 17:30:00,Volume Intensity,0.1654
2020-02-26 17:45:00,Volume Intensity,0.0296
2020-02-26 18:00:00,Volume Intensity,0.2282
2020-02-26 18:15:00,Volume Intensity,0.1704
2020-02-26 18:30:00,Volume Intensity,0.1104
2020-02-26 18:45:00,Volume Intensity,0.2503
2020-02-26 19:00:00,Volume Intensity,0.2523
2020-02-26 19:15:00,Volume Intensity,0.2335
2020-02-26 19:30:00,Volume Intensity,0.1703
2020-02-26 19:45:00,Volume Intensity,0.1854
2020-02-26 20:00:00,Volume Intensity,0.2303
2020-02-26 20:15:00,Volume Intensity,0.2309
2020-02-26 20:30:00,Volume Intensity,0.0565
2020-02-26 20:45:00,Volume Intensity,0.1297
2020-02-26 21:00:00,Volume Intensity,0.4438
2020-02-26 21:15:00,Volume Intensity,0.0802
2020-02-26 21:30:00,Volume Intensity,0.1397
2020-02-26 21:45:00,Volume Intensity,0.1821
2020-02-26 22:00:00,Volume Intensity,0.1433
2020-02-26 22:15:00,Volume Intensity,0.2248
2020-02-26 22:30:00,Volume Intensity,0.0599
2020-02-26 22:45:00,Volume Intensity,0.0219
2020-02-26 23:00:00,Volume Intensity,0.1919
2020-02-26 23:15:00,Volume Intensity,0.0904
2020-02-26 23:30:00,Volume Intensity,0.2052
2020-02-26 23:45:00,Volume Intensity,0.0696
