Date,Series,Value
2020-04-18 00:00:00,Volume Intensity,0.5643
2020-04-18 00:15:00,Volume Intensity,0.8555
2020-04-18 00:30:00,Volume Intensity,0.7277
2020-04-18 00:45:00,Volume Intensity,2.2989
2020-04-18 01:00:00,Volume Intensity,0.9015
2020-04-18 01:15:00,Volume Intensity,0.3768
2020-04-18 01:30:00,Volume Intensity,0.7784
2020-04-18 01:45:00,Volume Intensity,0.7692
2020-04-18 02:00:00,Volume Intensity,0.8079
2020-04-18 02:15:00,Volume Intensity,0.1094
2020-04-18 02:30:00,Volume Intensity,0.9864
2020-04-18 02:45:00,Volume Intensity,0.4003
2020-04-18 03:00:00,Volume Intensity,1.2949
2020-04-18 03:15:00,Volume Intensity,0.5826
2020-04-18 03:30:00,Volume Intensity,1.2729
2020-04-18 03:45:00,Volume Intensity,0.3247
2020-04-18 04:00:00,Volume Intensity,1.3295
2020-04-18 04:15:00,Volume Intensity,0.6899
2020-04-18 04:30:00,Volume Intensity,0.636
2020-04-18 04:45:00,Volume Intensity,1.0975
2020-04-18 05:00:00,Volume Intensity,1.009
2020-04-18 05:15:00,Volume Intensity,1.1705
2020-04-18 05:30:00,Volume Intensity,0.7386
2020-04-18 05:45:00,Volume Intensity,0.771
2020-04-18 06:00:00,Volume Intensity,2.0448
2020-04-18 06:15:00,Volume Intensity,1.1352
2020-04-18 06:30:00,Volume Intensity,0.4815
2020-04-18 06:45:00,Volume Intensity,0.5065
2020-04-18 07:00:00,Volume Intensity,0.5826
2020-04-18 07:15:00,Volume Intensity,2.1458
2020-04-18 07:30:00,Volume Intensity,1.2191
2020-04-18 07:45:00,Volume Intensity,1.0273
2020-04-18 08:00:00,Volume Intensity,1.2452
2020-04-18 08:15:00,Volume Intensity,1.2159
2020-04-18 08:30:00,Volume Intensity,1.042
2020-04-18 08:45:00,Volume Intensity,1.0566
2020-04-18 09:00:00,Volume Intensity,0.8934
2020-04-18 09:15:00,Volume Intensity,1.5621
2020-04-18 09:30:00,Volume Intensity,0.8139
2020-04-18 09:45:00,Volume Intensity,1.3009
2020-04-18 10:00:00,Volume Intensity,0.9627
2020-04-18 10:15:00,Volume Intensity,0.9513
2020-04-18 10:30:00,Volume Intensity,1.182
2020-04-18 10:45:00,Volume Intensity,1.6492
2020-04-18 11:00:00,Volume Intensity,1.2911
2020-04-18 11:15:00,Volume Intensity,1.4033
2020-04-18 11:30:00,Volume Intensity,0.8306
2020-04-18 11:45:00,Volume Intensity,1.7562
2020-04-18 12:00:00,Volume Intensity,0.8672
2020-04-18 12:15:00,Volume Intensity,1.1081
2020-04-18 12:30:00,Volume Intensity,0.6606
2020-04-18 12:45:00,Volume Intensity,0.9232
2020-04-18 13:00:00,Volume Intensity,1.5296
2020-04-18 13:15:00,Volume Intensity,0.7876
2020-04-18 13:30:00,Volume Intensity,1.8927
2020-04-18 13:45:00,Volume Intensity,1.0532
2020-04-18 14:00:00,Volume Intensity,1.1298
2020-04-18 14:15:00,Volume Intensity,1.3531
2020-04-18 14:30:00,Volume Intensity,0.9139
2020-04-18 14:45:00,Volume Intensity,1.2739
2020-04-18 15:00:00,Volume Intensity,0.9275
2020-04-18 15:15:00,Volume Intensity,0.7771
2020-04-18 15:30:00,Volume Intensity,0.9488
2020-04-18 15:45:00,Volume Intensity,0.6614
2020-04-18 16:00:00,Volume Intensity,1.0279
2020-04-18 16:15:00,Volume Intensity,0.9159
2020-04-18 16:30:00,Volume Intensity,1.0918
2020-04-18 16:45:00,Volume Intensity,1.3423
2020-04-18 17:00:00,Volume Intensity,1.2428
2020-04-18 17:15:00,Volume Intensity,1.2116
2020-04-18 17:30:00,Volume Intensity,0.4045
2020-04-18 17:45:00,Volume Intensity,0.8062
2020-04-18 18:00:00,Volume Intensity,0.7688
2020-04-18 18:15:00,Volume Intensity,1.1829
2020-04-18 18:30:00,Volume Intensity,0.6491
2020-04-18 18:45:00,Volume Intensity,1.2
2020-04-18 19:00:00,Volume Intensity,1.7659
2020-04-18 19:15:00,Volume Intensity,0.7711
2020-04-18 19:30:00,Volume Intensity,0.8954
2020-04-18 19:45:00,Volume Intensity,0.9165
2020-04-18 20:00:00,Volume Intensity,0.9693
2020-04-18 20:15:00,Volume Intensity,0.9108
2020-04-18 20:30:00,Volume Intensity,1.7072
2020-04-18 20:45:00,Volume Intensity,1.5419
2020-04-18 21:00:00,Volume Intensity,1.426
2020-04-18 21:15:00,Volume Intensity,0.3986
2020-04-18 21:30:00,Volume Intensity,1.0163
2020-04-18 21:45:00,Volume Intensity,0.7974
2020-04-18 22:00:00,Volume Intensity,1.5501
2020-04-18 22:15:00,Volume Intensity,0.5657
2020-04-18 22:30:00,Volume Intensity,1.9464
2020-04-18 22:45:00,Volume Intensity,1.8827
2020-04-18 23:00:00,Volume Intensity,0.809
2020-04-18 23:15:00,Volume Intensity,1.2366
2020-04-18 23:30:00,Volume Intensity,1.2317
