Date,Series,Value
2020-02-20 00:00:00,Volume Intensity,0.0892
2020-02-20 00:15:00,Volume Intensity,0.045
2020-02-20 00:30:00,Volume Intensity,0
2020-02-20 00:45:00,Volume Intensity,0.0951
2020-02-20 01:00:00,Volume Intensity,0.0258
2020-02-20 01:15:00,Volume Intensity,0
2020-02-20 01:30:00,Volume Intensity,0
2020-02-20 01:45:00,Volume Intensity,0.0275
2020-02-20 02:00:00,Volume Intensity,0.0255
2020-02-20 02:15:00,Volume Intensity,0.0221
2020-02-20 02:30:00,Volume Intensity,0
2020-02-20 02:45:00,Volume Intensity,0
2020-02-20 03:00:00,Volume Intensity,0.0285
2020-02-20 03:15:00,Volume Intensity,0
2020-02-20 03:30:00,Volume Intensity,0.0285
2020-02-20 03:45:00,Volume Intensity,0
2020-02-20 04:00:00,Volume Intensity,0.0239
2020-02-20 04:15:00,Volume Intensity,0.0559
2020-02-20 04:30:00,Volume Intensity,0.03
2020-02-20 04:45:00,Volume Intensity,0
2020-02-20 05:00:00,Volume Intensity,0
2020-02-20 05:15:00,Volume Intensity,0.0817
2020-02-20 05:30:00,Volume Intensity,0.0245
2020-02-20 05:45:00,Volume Intensity,0.0285
2020-02-20 06:00:00,Volume Intensity,0
2020-02-20 06:15:00,Volume Intensity,0
2020-02-20 06:30:00,Volume Intensity,0
2020-02-20 06:45:00,Volume Intensity,0.1685
2020-02-20 07:00:00,Volume Intensity,0
2020-02-20 07:15:00,Volume Intensity,0.0669
2020-02-20 07:30:00,Volume Intensity,0
2020-02-20 07:45:00,Volume Intensity,0.0208
2020-02-20 08:00:00,Volume Intensity,0.1216
2020-02-20 08:15:00,Volume Intensity,0.1093
2020-02-20 08:30:00,Volume Intensity,0.1797
2020-02-20 08:45:00,Volume Intensity,0.0835
2020-02-20 09:00:00,Volume Intensity,0.1027
2020-02-20 09:15:00,Volume Intensity,0.0172
2020-02-20 09:30:00,Volume Intensity,0.0356
2020-02-20 09:45:00,Volume Intensity,0.035
2020-02-20 10:00:00,Volume Intensity,0.0177
2020-02-20 10:15:00,Volume Intensity,0.0348
2020-02-20 10:30:00,Volume Intensity,0.0155
2020-02-20 10:45:00,Volume Intensity,0.0338
2020-02-20 11:00:00,Volume Intensity,0
2020-02-20 11:15:00,Volume Intensity,0.0331
2020-02-20 11:30:00,Volume Intensity,0.0495
2020-02-20 11:45:00,Volume Intensity,0.1071
2020-02-20 12:00:00,Volume Intensity,0
2020-02-20 12:15:00,Volume Intensity,0
2020-02-20 12:30:00,Volume Intensity,0
2020-02-20 12:45:00,Volume Intensity,0.0164
2020-02-20 13:00:00,Volume Intensity,0.015
2020-02-20 13:15:00,Volume Intensity,0
2020-02-20 13:30:00,Volume Intensity,0.0267
2020-02-20 13:45:00,Volume Intensity,0.0155
2020-02-20 14:00:00,Volume Intensity,0
2020-02-20 14:15:00,Volume Intensity,0
2020-02-20 14:30:00,Volume Intensity,0.0299
2020-02-20 14:45:00,Volume Intensity,0.0139
2020-02-20 15:00:00,Volume Intensity,0.0588
2020-02-20 15:15:00,Volume Intensity,0
2020-02-20 15:30:00,Volume Intensity,0.0155
2020-02-20 15:45:00,Volume Intensity,0.0145
2020-02-20 16:00:00,Volume Intensity,0.015
2020-02-20 16:15:00,Volume Intensity,0
2020-02-20 16:30:00,Volume Intensity,0.0131
2020-02-20 16:45:00,Volume Intensity,0
2020-02-20 17:00:00,Volume Intensity,0
2020-02-20 17:15:00,Volume Intensity,0
2020-02-20 17:30:00,Volume Intensity,0
2020-02-20 17:45:00,Volume Intensity,0
2020-02-20 18:00:00,Volume Intensity,0.032
2020-02-20 18:15:00,Volume Intensity,0
2020-02-20 18:30:00,Volume Intensity,0.0327
2020-02-20 18:45:00,Volume Intensity,0.0169
2020-02-20 19:00:00,Volume Intensity,0
2020-02-20 19:15:00,Volume Intensity,0.0342
2020-02-20 19:30:00,Volume Intensity,0.0166
2020-02-20 19:45:00,Volume Intensity,0.0179
2020-02-20 20:00:00,Volume Intensity,0
2020-02-20 20:15:00,Volume Intensity,0.0181
2020-02-20 20:30:00,Volume Intensity,0.018
2020-02-20 20:45:00,Volume Intensity,0.0553
2020-02-20 21:00:00,Volume Intensity,0.0362
2020-02-20 21:15:00,Volume Intensity,0.04
2020-02-20 21:30:00,Volume Intensity,0.0202
2020-02-20 21:45:00,Volume Intensity,0.0198
2020-02-20 22:00:00,Volume Intensity,0.0222
2020-02-20 22:15:00,Volume Intensity,0.02
2020-02-20 22:30:00,Volume Intensity,0
2020-02-20 22:45:00,Volume Intensity,0
2020-02-20 23:00:00,Volume Intensity,0
2020-02-20 23:15:00,Volume Intensity,0
2020-02-20 23:30:00,Volume Intensity,0
2020-02-20 23:45:00,Volume Intensity,0
